Idade,Genero,Etnia,Nivel_Educacao,Cargo_Atual,Senioridade,Faixa_Salarial,Tamanho_Empresa,Industria,Modelo_Trabalho_Atual,Modelo_Trabalho_Preferido,Anos_Experiencia_Dados,Satisfacao_Empresa_Atual,uf_residencia,Insatisfacao_Falta_Crescimento,Insatisfacao_Salario,Insatisfacao_Relacao_Lider,Insatisfacao_Outra_Area,Insatisfacao_Beneficios,Insatisfacao_Clima_Trabalho,Insatisfacao_Falta_Maturidade_Analitica,Criterio_Remuneracao,Criterio_Beneficios,Criterio_Proposito,Criterio_Flexibilidade_Remoto,Criterio_Ambiente_Clima,Criterio_Aprendizado_Referencias,Criterio_Plano_Carreira_Crescimento,Criterio_Maturidade_Tecnologia_Dados,Criterio_Qualidade_Gestores,Criterio_Reputacao_Mercado,Total_Tecnicos_Estado,Total_Docentes_Estado,Total_IES_no_Estado
38,Feminino,Branca,Pós-graduação,Outra Opção,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1.001 a 3.000,Indústria,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,de 3 a 4 anos,1.0,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7185.0,6928.0,69.0
62,Masculino,Parda,Não tenho graduação formal,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,nan,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
27,Masculino,Branca,Mestrado,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Acima de 3.000,Setor Automotivo,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Menos de 1 ano,1.0,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26170.0,28745.0,174.0
27,Masculino,Branca,Graduação/Bacharelado,Desconhecido,Desconhecido,de R$ 16.001/mês a R$ 20.000/mês,Acima de 3.000,Finanças ou Bancos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,de 4 a 6 anos,0.0,SP,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
27,Feminino,Branca,Mestrado,Economista,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Acima de 3.000,Finanças ou Bancos,Modelo 100% presencial,Modelo 100% remoto,de 1 a 2 anos,1.0,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23491.0,23573.0,120.0
29,Masculino,Branca,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 101 a 500,Tecnologia/Fábrica de Software,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 5 a 6 anos,1.0,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26170.0,28745.0,174.0
23,Feminino,Branca,Graduação/Bacharelado,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,nan,BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15849.0,20387.0,149.0
23,Masculino,Preta,Estudante de Graduação,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Acima de 3.000,Finanças ou Bancos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 3 a 4 anos,1.0,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23491.0,23573.0,120.0
26,Masculino,Branca,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Acima de 3.000,Finanças ou Bancos,Modelo 100% presencial,Modelo 100% remoto,de 1 a 2 anos,1.0,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5593.0,7635.0,72.0
33,Masculino,Amarela,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 501 a 1.000,Finanças ou Bancos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 7 a 10 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
24,Masculino,Branca,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 501 a 1.000,Outra Opção,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,1.0,RJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35747.0,31788.0,128.0
26,Feminino,Branca,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 51 a 100,Tecnologia/Fábrica de Software,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,de 5 a 6 anos,0.0,RJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35747.0,31788.0,128.0
28,Masculino,Branca,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 501 a 1.000,Outra Opção,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 4 a 6 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
37,Feminino,Branca,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Acima de 3.000,Indústria,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 1 a 2 anos,1.0,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23491.0,23573.0,120.0
33,Masculino,Branca,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 501 a 1.000,Indústria,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 4 a 6 anos,0.0,PR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26170.0,28745.0,174.0
25,Masculino,Branca,Estudante de Graduação,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,nan,PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.0,6197.0,48.0
30,Masculino,Branca,Mestrado,Desconhecido,Desconhecido,de R$ 12.001/mês a R$ 16.000/mês,Acima de 3.000,Finanças ou Bancos,Modelo 100% remoto,Modelo 100% remoto,de 7 a 10 anos,0.0,RS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23491.0,23573.0,120.0
43,Masculino,Parda,Pós-graduação,Analista de Suporte/Analista Técnico,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 11 a 50,Área de Consultoria,Modelo 100% presencial,Modelo 100% presencial,de 7 a 10 anos,0.0,PR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26170.0,28745.0,174.0
29,Feminino,Branca,Pós-graduação,Desconhecido,Desconhecido,de R$ 12.001/mês a R$ 16.000/mês,Acima de 3.000,Outra Opção,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,de 4 a 6 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,71234.0,74822.0,586.0
30,Feminino,Parda,Pós-graduação,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Acima de 3.000,Indústria,Modelo 100% remoto,Modelo 100% remoto,de 4 a 6 anos,0.0,SP,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71234.0,74822.0,586.0
48,Masculino,Branca,Pós-graduação,Analista de Suporte/Analista Técnico,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Acima de 3.000,Setor Automotivo,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Menos de 1 ano,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,71234.0,74822.0,586.0
29,Masculino,Branca,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Acima de 3.000,Tecnologia/Fábrica de Software,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,1.0,DF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8644.0,9046.0,61.0
27,Masculino,Branca,Pós-graduação,Desconhecido,Desconhecido,de R$ 8.001/mês a R$ 12.000/mês,de 101 a 500,Tecnologia/Fábrica de Software,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido com dias fixos de trabalho presencial,de 3 a 4 anos,1.0,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7185.0,6928.0,69.0
28,Masculino,Branca,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 6 a 10,Indústria,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Menos de 1 ano,1.0,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7185.0,6928.0,69.0
27,Masculino,Branca,Estudante de Graduação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 501 a 1.000,Finanças ou Bancos,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,1.0,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14051.0,18573.0,102.0
28,Masculino,Branca,Estudante de Graduação,Cientista de Dados/Data Scientist,Júnior,Menos de R$ 1.000/mês,de 51 a 100,Área de Consultoria,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,1.0,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14051.0,18573.0,102.0
29,Masculino,Branca,Estudante de Graduação,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 101 a 500,Agronegócios,Modelo 100% remoto,Modelo 100% remoto,de 5 a 6 anos,1.0,RJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35747.0,31788.0,128.0
28,Masculino,Branca,Graduação/Bacharelado,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 101 a 500,Varejo,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Não tenho experiência na área de dados,0.0,PR,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26170.0,28745.0,174.0
21,Masculino,Branca,Estudante de Graduação,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,nan,GO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9654.0,14044.0,127.0
49,Masculino,Branca,Graduação/Bacharelado,Desconhecido,Desconhecido,de R$ 25.001/mês a R$ 30.000/mês,Acima de 3.000,Internet/Ecommerce,Modelo 100% remoto,Modelo 100% remoto,de 5 a 6 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
33,Feminino,Parda,Mestrado,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Acima de 3.000,Setor Público,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 3 a 4 anos,1.0,PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17475.0,16041.0,118.0
23,Masculino,Parda,Estudante de Graduação,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 11 a 50,Tecnologia/Fábrica de Software,Modelo 100% remoto,Modelo 100% remoto,de 1 a 2 anos,0.0,RJ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35747.0,31788.0,128.0
27,Masculino,Parda,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Acima de 3.000,Área de Consultoria,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 1 a 2 anos,0.0,GO,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9654.0,14044.0,127.0
37,Feminino,Branca,Graduação/Bacharelado,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,nan,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
34,Masculino,Amarela,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Acima de 3.000,Área da Saúde,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 5 a 6 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
24,Masculino,Branca,Graduação/Bacharelado,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 11 a 50,Outra Opção,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 1 a 2 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,71234.0,74822.0,586.0
24,Feminino,Branca,Estudante de Graduação,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Acima de 3.000,Finanças ou Bancos,Modelo 100% remoto,Modelo 100% remoto,de 1 a 2 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,71234.0,74822.0,586.0
35,Masculino,Parda,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 501 a 1.000,Seguros ou Previdência,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 7 a 10 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,71234.0,74822.0,586.0
26,Masculino,Parda,Pós-graduação,Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 501 a 1.000,Setor de Energia,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 3 a 4 anos,1.0,CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14969.0,14444.0,101.0
25,Masculino,Branca,Graduação/Bacharelado,Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Acima de 3.000,Internet/Ecommerce,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,0.0,SP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,71234.0,74822.0,586.0
28,Masculino,Branca,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 501 a 1.000,Setor Imobiliário/ Construção Civil,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 7 a 10 anos,0.0,SP,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,71234.0,74822.0,586.0
19,Masculino,Branca,Graduação/Bacharelado,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10,Filantropia/ONG's,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Menos de 1 ano,0.0,SP,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,71234.0,74822.0,586.0
28,Feminino,Parda,Graduação/Bacharelado,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,nan,MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42867.0,41090.0,310.0
42,Feminino,Branca,Doutorado ou Phd,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 501 a 1.000,Tecnologia/Fábrica de Software,Modelo 100% remoto,Modelo 100% remoto,Mais de 10 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,71234.0,74822.0,586.0
45,Masculino,Branca,Pós-graduação,Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 101 a 500,Setor Público,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Não tenho experiência na área de dados,0.0,SC,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,14051.0,18573.0,102.0
30,Masculino,Branca,Mestrado,Desconhecido,Desconhecido,de R$ 20.001/mês a R$ 25.000/mês,de 51 a 100,Setor Imobiliário/ Construção Civil,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 4 a 6 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
28,Masculino,Branca,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 101 a 500,Educação,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 3 a 4 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
25,Masculino,Parda,Pós-graduação,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Acima de 3.000,Área da Saúde,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,de 1 a 2 anos,0.0,MG,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42867.0,41090.0,310.0
26,Masculino,Branca,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1.001 a 3.000,Setor Alimentício,Modelo 100% remoto,Modelo 100% remoto,Menos de 1 ano,1.0,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14051.0,18573.0,102.0
29,Feminino,Branca,Mestrado,Desconhecido,Desconhecido,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 5,Tecnologia/Fábrica de Software,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 3 a 4 anos,1.0,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26170.0,28745.0,174.0
24,Feminino,Parda,Graduação/Bacharelado,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Acima de 3.000,Finanças ou Bancos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 3 a 4 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
32,Masculino,Preta,Estudante de Graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 101 a 500,Finanças ou Bancos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,de 4 a 6 anos,1.0,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71234.0,74822.0,586.0
41,Feminino,Parda,Pós-graduação,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Acima de 3.000,Indústria,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,de 3 a 4 anos,1.0,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26170.0,28745.0,174.0
33,Masculino,Branca,Pós-graduação,Desconhecido,Desconhecido,de R$ 16.001/mês a R$ 20.000/mês,de 1.001 a 3.000,Setor Imobiliário/ Construção Civil,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Mais de 10 anos,1.0,MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42867.0,41090.0,310.0
37,Masculino,Branca,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 101 a 500,Tecnologia/Fábrica de Software,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,1.0,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23491.0,23573.0,120.0
31,Feminino,Branca,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Acima de 3.000,Outra Opção,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 1 a 2 anos,0.0,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23491.0,23573.0,120.0
26,Feminino,Branca,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1.001 a 3.000,Finanças ou Bancos,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,1.0,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7185.0,6928.0,69.0
30,Feminino,Branca,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 101 a 500,Internet/Ecommerce,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),de 3 a 4 anos,0.0,SP,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,71234.0,74822.0,586.0
31,Masculino,Parda,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1.001 a 3.000,Tecnologia/Fábrica de Software,Modelo 100% remoto,Modelo 100% remoto,de 3 a 4 anos,1.0,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26170.0,28745.0,174.0
26,Masculino,Branca,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 51 a 100,Varejo,Modelo 100% remoto,Modelo 100% remoto,Menos de 1 ano,1.0,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26170.0,28745.0,174.0
